id,date,catalogDate,year,x,mission,vehicle,variant,booster,boosterFlight,turnaroundDays,previousDate,pad,launchCode,source
2023-191,2023-12-07T05:07:30Z,2023 Dec  7 0507:30,2023,2023.9320918949772,Starlink Group 6-33,Falcon 9,FT5,B1077,9,37.241,2023-10-30T23:20:30Z,CC / LC40,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2023-192,2023-12-08T08:03:00Z,2023 Dec  8 0803,2023,2023.9351655251141,Starlink Group 7-8,Falcon 9,FT5,B1071,13,26.5514,2023-11-11T18:49:00Z,VSFBS / SLC4E,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2023-200,2023-12-19T04:01:00Z,2023 Dec 19 0401:00,2023,2023.964842085236,Starlink Group 6-34,Falcon 9,FT5,B1081,3,39.1061,2023-11-10T01:28:14Z,CC / LC40,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2023-203,2023-12-23T05:33:00Z,2023 Dec 23 0533:00,2023,2023.9759760273973,Starlink Group 6-32,Falcon 9,FT5,B1058,19,49.2053,2023-11-04T00:37:20Z,CC / LC40,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2023-204,2023-12-24T13:11:00Z,2023 Dec 24 1311:00,2023,2023.9795871385084,SARah-2/3,Falcon 9,FT5,B1075,8,56.1743,2023-10-29T09:00:00Z,VSFBS / SLC4E,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2023-211,2023-12-29T04:01:40Z,2023 Dec 29 0401:40,2023,2023.9922406139017,Starlink Group 6-36,Falcon 9,FT5,B1069,12,40.9554,2023-11-18T05:05:50Z,CC / LC40,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2024-003,2024-01-03T23:04:00Z,2024 Jan  3 2304,2024,2024.0080904675167,Ovzon-3,Falcon 9,FT5,B1076,10,52.0806,2023-11-12T21:08:00Z,CC / LC40,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2024-005,2024-01-07T22:35:40Z,2024 Jan  7 2235:40,2024,2024.018965669905,Starlink Group 6-35,Falcon 9,FT5,B1067,16,46.6167,2023-11-22T07:47:40Z,CC / LC40,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2024-011,2024-01-14T08:59:30Z,2024 Jan 14 0859:30,2024,2024.0365427671525,Starlink Group 7-10,Falcon 9,FT5,B1061,18,43.6115,2023-12-01T18:19:00Z,VSFBS / SLC4E,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2024-012,2024-01-15T01:52:00Z,2024 Jan 15 0152:00,2024,2024.0384638737098,Starlink Group 6-37,Falcon 9,FT5,B1073,12,67.8656,2023-11-08T05:05:30Z,CC / LC40,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2024-014,2024-01-18T21:49:11Z,2024 Jan 18 2149:11,2024,2024.0489321177392,Dragon C212.3,Falcon 9,FT5,B1080,5,88.814,2023-10-22T02:17:00Z,KSC / LC39A,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2024-017,2024-01-24T00:35:00Z,2024 Jan 24 0035:00,2024,2024.0629079386763,Starlink Group 7-11,Falcon 9,FT5,B1063,16,64.5863,2023-11-20T10:30:40Z,VSFBS / SLC4E,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2024-019,2024-01-29T01:10:00Z,2024 Jan 29 0110:00,2024,2024.0766355494839,Starlink Group 6-38,Falcon 9,FT5,B1062,18,61.8681,2023-11-28T04:20:00Z,KSC / LC39A,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2024-020,2024-01-29T05:57:20Z,2024 Jan 29 0557:20,2024,2024.0771807326453,Starlink Group 7-12,Falcon 9,FT5,B1075,9,35.6988,2023-12-24T13:11:00Z,VSFBS / SLC4E,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2024-021,2024-01-30T17:07:21Z,2024 Jan 30 1707:21,2024,2024.0811842554644,Cygnus NG-20,Falcon 9,FT5,B1077,10,54.4999,2023-12-07T05:07:30Z,CC / LC40,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2024-025,2024-02-08T06:33:32Z,2024 Feb  8 0633:32,2024,2024.1045718225055,PACE,Falcon 9,FT5,B1081,4,51.1059,2023-12-19T04:01:00Z,CC / LC40,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2024-027,2024-02-10T00:34:00Z,2024 Feb 10 0034:00,2024,2024.109354128719,Starlink Group 7-13,Falcon 9,FT5,B1071,14,63.6882,2023-12-08T08:03:00Z,VSFBS / SLC4E,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2024-028,2024-02-14T22:30:00Z,2024 Feb 14 2230:00,2024,2024.1227800546449,HBTSS/SDA-0C,Falcon 9,FT5,B1078,7,73.7703,2023-12-03T04:00:50Z,CC / LC40,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2024-030,2024-02-15T06:05:37Z,2024 Feb 15 0605:37,2024,2024.123644536784,IM-1,Falcon 9,FT5,B1060,18,144.1022,2023-09-24T03:38:30Z,KSC / LC39A,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2024-031,2024-02-15T21:34:30Z,2024 Feb 15 2134:30,2024,2024.1254069899817,Starlink Group 7-14,Falcon 9,FT5,B1082,2,43.7432,2024-01-03T03:44:20Z,VSFBS / SLC4E,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2024-035,2024-02-20T20:11:00Z,2024 Feb 20 2011,2024,2024.13890976017,HTS 113BT,Falcon 9,FT5,B1067,17,43.8995,2024-01-07T22:35:40Z,CC / LC40,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2024-036,2024-02-23T04:11:50Z,2024 Feb 23 0411:50,2024,2024.1452865690144,Starlink Group 7-15,Falcon 9,FT5,B1061,19,39.8002,2024-01-14T08:59:30Z,VSFBS / SLC4E,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2024-038,2024-02-25T22:06:00Z,2024 Feb 25 2206:00,2024,2024.1527891621129,Starlink Group 6-39,Falcon 9,FT5,B1069,13,58.753,2023-12-29T04:01:40Z,CC / LC40,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2024-041,2024-02-29T15:30:00Z,2024 Feb 29 1530:00,2024,2024.1629667577413,Starlink Group 6-40,Falcon 9,FT5,B1076,11,56.6847,2024-01-03T23:04:00Z,CC / LC40,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2024-043,2024-03-04T22:05:00Z,2024 Mar  4 2205:00,2024,2024.1746451882211,Transporter-10,Falcon 9,FT5,B1081,5,25.6469,2024-02-08T06:33:32Z,VSFBS / SLC4E,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2024-044,2024-03-04T23:56:00Z,2024 Mar  4 2356:00,2024,2024.1748557984213,Starlink Group 6-41,Falcon 9,FT5,B1073,13,49.9194,2024-01-15T01:52:00Z,CC / LC40,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2024-045,2024-03-10T23:05:00Z,2024 Mar 10 2305:00,2024,2024.1911524741954,Starlink Group 6-43,Falcon 9,FT5,B1077,11,40.2484,2024-01-30T17:07:21Z,CC / LC40,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2024-046,2024-03-11T04:09:00Z,2024 Mar 11 0409:00,2024,2024.1917292805101,Starlink Group 7-17,Falcon 9,FT5,B1063,17,47.1486,2024-01-24T00:35:00Z,VSFBS / SLC4E,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2024-049,2024-03-16T00:21:00Z,2024 Mar 16 0021:00,2024,2024.20495787796,Starlink Group 6-44,Falcon 9,FT5,B1062,19,46.966,2024-01-29T01:10:00Z,KSC / LC39A,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2024-050,2024-03-19T02:28:00Z,2024 Mar 19 0228:00,2024,2024.2133955676989,Starlink Group 7-16,Falcon 9,FT5,B1075,10,49.8546,2024-01-29T05:57:20Z,VSFBS / SLC4E,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2024-054,2024-03-21T20:55:09Z,2024 Mar 21 2055:09,2024,2024.2209607430177,Dragon C209.4,Falcon 9,FT5,B1080,6,62.9625,2024-01-18T21:49:11Z,CC / LC40,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2024-056,2024-03-24T03:09:00Z,2024 Mar 24 0309:00,2024,2024.2271345628415,Starlink Group 6-42,Falcon 9,FT5,B1060,19,37.8773,2024-02-15T06:05:37Z,KSC / LC39A,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2024-057,2024-03-25T23:42:00Z,2024 Mar 25 2342:00,2024,2024.232206284153,Starlink Group 6-46,Falcon 9,FT5,B1078,8,40.05,2024-02-14T22:30:00Z,CC / LC40,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2024-059,2024-03-30T21:52:00Z,2024 Mar 30 2152:00,2024,2024.2456587735276,EUTELSAT 36D,Falcon 9,FT5,B1076,12,30.2653,2024-02-29T15:30:00Z,KSC / LC39A,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2024-060,2024-03-31T01:30:00Z,2024 Mar 31 0130:00,2024,2024.2460724043715,Starlink Group 6-45,Falcon 9,FT5,B1067,18,39.2215,2024-02-20T20:11:00Z,CC / LC40,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2024-062,2024-04-02T02:30:00Z,2024 Apr  2 0230:00,2024,2024.2516507285975,Starlink Group 7-18,Falcon 9,FT5,B1071,15,52.0806,2024-02-10T00:34:00Z,VSFBS / SLC4E,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2024-064,2024-04-05T09:12:00Z,2024 Apr  5 0912:00,2024,2024.2606102003642,Starlink Group 6-47,Falcon 9,FT5,B1069,14,39.4625,2024-02-25T22:06:00Z,CC / LC40,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2024-065,2024-04-07T02:25:00Z,2024 Apr  7 0225:00,2024,2024.2653024438373,Starlink Group 8-1,Falcon 9,FT5,B1081,6,33.1806,2024-03-04T22:05:00Z,VSFBS / SLC4E,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2024-066,2024-04-07T23:16:00Z,2024 Apr  7 2316,2024,2024.2676760777172,Bandwagon-1,Falcon 9,FT5,B1073,14,33.9722,2024-03-04T23:56:00Z,KSC / LC39A,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2024-068,2024-04-10T05:40:00Z,2024 Apr 10 0540:00,2024,2024.2738691560412,Starlink Group 6-48,Falcon 9,FT5,B1083,2,37.0739,2024-03-04T03:53:38Z,CC / LC40,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2024-070,2024-04-11T14:25:00Z,2024 Apr 11 1425,2024,2024.2775975258046,USSF-62,Falcon 9,FT5,B1082,3,55.7017,2024-02-15T21:34:30Z,VSFBS / SLC4E,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2024-071,2024-04-13T01:40:00Z,2024 Apr 13 0140:00,2024,2024.2816105039465,Starlink Group 6-49,Falcon 9,FT5,B1062,20,28.0549,2024-03-16T00:21:00Z,CC / LC40,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2024-073,2024-04-17T21:26:00Z,2024 Apr 17 2126:00,2024,2024.2947897692775,Starlink Group 6-51,Falcon 9,FT5,B1077,12,37.9312,2024-03-10T23:05:00Z,KSC / LC39A,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2024-074,2024-04-18T22:40:00Z,2024 Apr 18 2240:00,2024,2024.2976624165149,Starlink Group 6-52,Falcon 9,FT5,B1080,7,28.0728,2024-03-21T20:55:09Z,CC / LC40,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2024-076,2024-04-23T22:17:00Z,2024 Apr 23 2217:00,2024,2024.3112799787493,Starlink Group 6-53,Falcon 9,FT5,B1078,9,28.941,2024-03-25T23:42:00Z,CC / LC40,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2024-079,2024-04-28T00:34:00Z,2024 Apr 28 0034,2024,2024.3224688828172,Galileo L12,Falcon 9,FT5,B1060,20,34.8924,2024-03-24T03:09:00Z,KSC / LC39A,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2024-080,2024-04-28T22:08:00Z,2024 Apr 28 2208:00,2024,2024.3249241044323,Starlink Group 6-54,Falcon 9,FT5,B1076,13,29.0111,2024-03-30T21:52:00Z,CC / LC40,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2024-081,2024-05-02T18:36:00Z,2024 May  2 1836,2024,2024.3354508196721,Maxar 1,Falcon 9,FT5,B1061,20,69.6001,2024-02-23T04:11:50Z,VSFBS / SLC4E,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2024-082,2024-05-03T02:37:00Z,2024 May  3 0237:00,2024,2024.3363634638738,Starlink Group 6-55,Falcon 9,FT5,B1067,19,33.0465,2024-03-31T01:30:00Z,CC / LC40,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2024-084,2024-05-06T18:14:00Z,2024 May  6 1814:00,2024,2024.3463380388584,Starlink Group 6-57,Falcon 9,FT5,B1069,15,31.3764,2024-04-05T09:12:00Z,CC / LC40,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2024-086,2024-05-08T18:42:00Z,2024 May  8 1842:00,2024,2024.3518556466302,Starlink Group 6-56,Falcon 9,FT5,B1083,3,28.5431,2024-04-10T05:40:00Z,KSC / LC39A,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2024-088,2024-05-10T04:30:00Z,2024 May 10 0430:00,2024,2024.3557035519125,Starlink Group 8-2,Falcon 9,FT5,B1082,4,28.5868,2024-04-11T14:25:00Z,VSFBS / SLC4E,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2024-090,2024-05-13T00:53:00Z,2024 May 13 0053:00,2024,2024.3634885397694,Starlink Group 6-58,Falcon 9,FT5,B1073,15,35.0674,2024-04-07T23:16:00Z,CC / LC40,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2024-091,2024-05-14T18:39:00Z,2024 May 14 1839:00,2024,2024.3682433970855,Starlink Group 8-7,Falcon 9,FT5,B1063,18,64.6042,2024-03-11T04:09:00Z,VSFBS / SLC4E,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2024-093,2024-05-18T00:32:00Z,2024 May 18 0032:00,2024,2024.377109896782,Starlink Group 6-59,Falcon 9,FT5,B1062,21,34.9528,2024-04-13T01:40:00Z,CC / LC40,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2024-096,2024-05-22T08:00:00Z,2024 May 22 0800,2024,2024.388888888889,NRO Starshield A1,Falcon 9,FT5,B1071,16,50.2292,2024-04-02T02:30:00Z,VSFBS / SLC4E,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2024-097,2024-05-23T02:35:00Z,2024 May 23 0235,2024,2024.3910044778386,Starlink Group 6-62,Falcon 9,FT5,B1080,8,34.1632,2024-04-18T22:40:00Z,CC / LC40,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2024-098,2024-05-24T02:45:00Z,2024 May 24 0245,2024,2024.3937556921676,Starlink Group 6-63,Falcon 9,FT5,B1077,13,36.2215,2024-04-17T21:26:00Z,KSC / LC39A,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2024-100,2024-05-28T14:24:00Z,2024 May 28 1424,2024,2024.4060109289617,Starlink Group 6-60,Falcon 9,FT5,B1078,10,34.6715,2024-04-23T22:17:00Z,CC / LC40,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2024-101,2024-05-28T22:20:00Z,2024 May 28 2220,2024,2024.4069140862173,EarthCARE,Falcon 9,FT5,B1081,7,51.8299,2024-04-07T02:25:00Z,VSFBS / SLC4E,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2024-106,2024-06-01T02:37:00Z,2024 Jun  1 0237:00,2024,2024.4155984365514,Starlink Group 6-64,Falcon 9,FT5,B1076,14,33.1868,2024-04-28T22:08:00Z,CC / LC40,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2024-107,2024-06-05T02:16:00Z,2024 Jun  5 0216:00,2024,2024.426487553127,Starlink Group 8-5,Falcon 9,FT5,B1067,20,32.9854,2024-05-03T02:37:00Z,CC / LC40,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2024-111,2024-06-08T01:56:00Z,2024 Jun  8 0156:00,2024,2024.4346463266545,Starlink Group 10-1,Falcon 9,FT5,B1069,16,32.3208,2024-05-06T18:14:00Z,CC / LC40,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2024-112,2024-06-08T12:58:00Z,2024 Jun  8 1258,2024,2024.4359023983,Starlink Group 8-8,Falcon 9,FT5,B1061,21,36.7653,2024-05-02T18:36:00Z,VSFBS / SLC4E,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2024-113,2024-06-19T03:40:00Z,2024 Jun 19 0340:00,2024,2024.4648982999393,Starlink Group 9-1,Falcon 9,FT5,B1082,5,39.9653,2024-05-10T04:30:00Z,VSFBS / SLC4E,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2024-115,2024-06-20T21:35:00Z,2024 Jun 20 2135,2024,2024.4696702337583,Astra 1P,Falcon 9,FT5,B1080,9,28.7917,2024-05-23T02:35:00Z,CC / LC40,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2024-117,2024-06-23T17:15:00Z,2024 Jun 23 1715:00,2024,2024.4773736338798,Starlink Group 10-2,Falcon 9,FT5,B1078,11,26.1187,2024-05-28T14:24:00Z,CC / LC40,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2024-118,2024-06-24T03:47:00Z,2024 Jun 24 0347:00,2024,2024.4785727838494,Starlink Group 9-2,Falcon 9,FT5,B1075,11,97.0549,2024-03-19T02:28:00Z,VSFBS / SLC4E,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2024-120,2024-06-27T11:14:00Z,2024 Jun 27 1114,2024,2024.48761763813,Starlink Group 10-3,Falcon 9,FT5,B1062,22,40.4458,2024-05-18T00:32:00Z,CC / LC40,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2024-121,2024-06-29T03:14:00Z,2024 Jun 29 0314,2024,2024.492171372192,NRO Starshield A2,Falcon 9,FT5,B1081,8,31.2042,2024-05-28T22:20:00Z,VSFBS / SLC4E,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2024-124,2024-07-03T08:55:00Z,2024 Jul  3 0855:00,2024,2024.503747343655,Starlink Group 8-9,Falcon 9,FT5,B1073,16,51.3347,2024-05-13T00:53:00Z,CC / LC40,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2024-127,2024-07-08T23:30:00Z,2024 Jul  8 2330,2024,2024.5190687613842,Turksat 6A,Falcon 9,FT5,B1076,15,37.8701,2024-06-01T02:37:00Z,CC / LC40,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2024-129,2024-07-12T02:35:00Z,2024 Jul 12 0235:00,2024,2024.5276164996965,Starlink Group 9-3,Falcon 9,FT5,B1063,19,58.3306,2024-05-14T18:39:00Z,VSFBS / SLC4E,OF40,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2024-131,2024-07-27T05:45:00Z,2024 Jul 27 0545:00,2024,2024.5689606102003,Starlink Group 10-9,Falcon 9,FT5,B1069,17,49.159,2024-06-08T01:56:00Z,KSC / LC39A,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2024-132,2024-07-28T05:09:00Z,2024 Jul 28 0509:00,2024,2024.5716245446265,Starlink Group 10-4,Falcon 9,FT5,B1077,14,65.1,2024-05-24T02:45:00Z,CC / LC40,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2024-133,2024-07-28T09:22:10Z,2024 Jul 28 0922:10,2024,2024.572104900324,Starlink Group 9-4,Falcon 9,FT5,B1071,17,67.0571,2024-05-22T08:00:00Z,VSFBS / SLC4E,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2024-136,2024-08-02T05:01:00Z,2024 Aug  2 0501:00,2024,2024.585270567699,Starlink Group 10-6,Falcon 9,FT5,B1078,12,39.4903,2024-06-23T17:15:00Z,KSC / LC39A,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2024-138,2024-08-04T07:24:00Z,2024 Aug  4 0724:00,2024,2024.5910063752276,Starlink Group 11-1,Falcon 9,FT5,B1082,6,46.1556,2024-06-19T03:40:00Z,VSFBS / SLC4E,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2024-139,2024-08-04T15:02:53Z,2024 Aug  4 1502:53,2024,2024.591877055505,Cygnus NG-21,Falcon 9,FT5,B1080,10,44.7277,2024-06-20T21:35:00Z,CC / LC40,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2024-141,2024-08-10T12:50:00Z,2024 Aug 10 1250:00,2024,2024.6080183667275,Starlink Group 8-3,Falcon 9,FT5,B1067,21,66.4403,2024-06-05T02:16:00Z,CC / LC40,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2024-143,2024-08-12T02:02:00Z,2024 Aug 12 0202:00,2024,2024.612253339405,ASBM-1/2,Falcon 9,FT5,B1061,22,64.5444,2024-06-08T12:58:00Z,VSFBS / SLC4E,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2024-144,2024-08-12T10:37:00Z,2024 Aug 12 1037:00,2024,2024.6132304948392,Starlink Group 10-7,Falcon 9,FT5,B1073,17,40.0708,2024-07-03T08:55:00Z,KSC / LC39A,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2024-146,2024-08-15T13:00:00Z,2024 Aug 15 1300:00,2024,2024.621698542805,Maxar-2,Falcon 9,FT5,B1076,16,37.5625,2024-07-08T23:30:00Z,CC / LC40,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2024-149,2024-08-16T18:56:00Z,2024 Aug 16 1856:00,2024,2024.6251062537947,Transporter-11,Falcon 9,FT5,B1075,12,53.6313,2024-06-24T03:47:00Z,VSFBS / SLC4E,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2024-152,2024-08-28T07:48:00Z,2024 Aug 28 0748:00,2024,2024.6566256830602,Starlink Group 8-6,Falcon 9,FT5,B1062,23,61.8569,2024-06-27T11:14:00Z,CC / LC40,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2024-154,2024-08-31T07:43:00Z,2024 Aug 31 0743:00,2024,2024.6648129174257,Starlink Group 8-10,Falcon 9,FT5,B1069,18,35.0819,2024-07-27T05:45:00Z,CC / LC40,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2024-155,2024-08-31T08:48:00Z,2024 Aug 31 0848:00,2024,2024.664936247723,Starlink Group 9-5,Falcon 9,FT5,B1081,9,63.2319,2024-06-29T03:14:00Z,VSFBS / SLC4E,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2024-158,2024-09-05T15:33:00Z,2024 Sep  5 1533:00,2024,2024.679365892532,Starlink Group 8-11,Falcon 9,FT5,B1077,15,39.4333,2024-07-28T05:09:00Z,CC / LC40,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2024-160,2024-09-06T03:20:00Z,2024 Sep  6 0320,2024,2024.680707346691,NRO Starshield A3,Falcon 9,FT5,B1063,20,56.0312,2024-07-12T02:35:00Z,VSFBS / SLC4E,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2024-161,2024-09-10T09:23:49Z,2024 Sep 10 0923:49,2024,2024.692326610251,Dragon C207.3,Falcon 9,FT5,B1083,4,124.6124,2024-05-08T18:42:00Z,KSC / LC39A,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2024-163,2024-09-12T08:52:00Z,2024 Sep 12 0852,2024,2024.6977307225259,BlueBird 1-1,Falcon 9,FT5,B1078,13,41.1604,2024-08-02T05:01:00Z,CC / LC40,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2024-164,2024-09-13T01:45:00Z,2024 Sep 13 0145:00,2024,2024.6996527777778,Starlink Group 9-6,Falcon 9,FT5,B1071,18,46.6825,2024-07-28T09:22:10Z,VSFBS / SLC4E,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2024-167,2024-09-17T22:50:00Z,2024 Sep 17 2250,2024,2024.712981936855,Galileo L13,Falcon 9,FT5,B1067,22,38.4167,2024-08-10T12:50:00Z,CC / LC40,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2024-171,2024-09-20T13:50:00Z,2024 Sep 20 1350:00,2024,2024.7201540680023,Starlink Group 9-17,Falcon 9,FT5,B1075,13,34.7875,2024-08-16T18:56:00Z,VSFBS / SLC4E,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2024-175,2024-09-25T04:01:00Z,2024 Sep 25 0401:00,2024,2024.7326977079538,Starlink Group 9-8,Falcon 9,FT5,B1081,10,24.8007,2024-08-31T08:48:00Z,VSFBS / SLC4E,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2024-178,2024-09-28T17:17:20Z,2024 Sep 28 1717:20,2024,2024.7424053835257,Dragon C212.4,Falcon 9,FT5,B1085,2,39.1648,2024-08-20T13:20:00Z,CC / LC40,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2024-180,2024-10-07T14:52:00Z,2024 Oct  7 1452,2024,2024.766719793564,Hera,Falcon 9,FT5,B1061,23,56.5347,2024-08-12T02:02:00Z,CC / LC40,DS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2024-183,2024-10-15T06:10:00Z,2024 Oct 15 0610,2024,2024.787587279903,Starlink Group 10-10,Falcon 9,FT5,B1080,11,71.6299,2024-08-04T15:02:53Z,CC / LC40,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2024-184,2024-10-15T08:21:00Z,2024 Oct 15 0821,2024,2024.787835837887,Starlink Group 9-7,Falcon 9,FT5,B1071,19,32.275,2024-09-13T01:45:00Z,VSFBS / SLC4E,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2024-187,2024-10-18T23:31:00Z,2024 Oct 18 2331,2024,2024.7977591833637,Starlink Group 8-19,Falcon 9,FT5,B1076,17,64.4382,2024-08-15T13:00:00Z,CC / LC40,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2024-188,2024-10-20T05:13:00Z,2024 Oct 20 0513,2024,2024.8011403309047,OneWeb L20,Falcon 9,FT5,B1082,7,76.909,2024-08-04T07:24:00Z,VSFBS / SLC4E,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2024-191,2024-10-23T21:47:00Z,2024 Oct 23 2147:00,2024,2024.8112230570734,Starlink Group 6-61,Falcon 9,FT5,B1073,18,72.4653,2024-08-12T10:37:00Z,CC / LC40,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2024-192,2024-10-24T17:14:00Z,2024 Oct 24 1714,2024,2024.8134373102612,NRO Starshield A4,Falcon 9,FT5,B1063,21,48.5792,2024-09-06T03:20:00Z,VSFBS / SLC4E,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2024-193,2024-10-26T21:47:00Z,2024 Oct 26 2147:00,2024,2024.819419778385,Starlink Group 10-8,Falcon 9,FT5,B1069,19,56.5861,2024-08-31T07:43:00Z,CC / LC40,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2024-195,2024-10-30T12:07:00Z,2024 Oct 30 1207:00,2024,2024.829248254402,Starlink Group 9-9,Falcon 9,FT5,B1075,14,39.9285,2024-09-20T13:50:00Z,VSFBS / SLC4E,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
